title,variety,winery,region_1,province,country
Carlisle 2014 Saitone Ranch Zinfandel (Russian River Valley),Zinfandel,Carlisle,Russian River Valley,California,US
Château Pierre-Bise 2011 Grand Cru  (Quarts de Chaume),Chenin Blanc,Château Pierre-Bise,Quarts de Chaume,Loire Valley,France
Wayfarer 2014 Wayfarer Vineyard Pinot Noir (Fort Ross-Seaview),Pinot Noir,Wayfarer,Fort Ross-Seaview,California,US
Three Sticks 2014 Durell Vineyard Origin Chardonnay (Sonoma Valley),Chardonnay,Three Sticks,Sonoma Valley,California,US
Giacomo Conterno 2011 Francia  (Barolo),Nebbiolo,Giacomo Conterno,Barolo,Piedmont,Italy
Biondi 2014 Contrada Monte San Nicolò  (Etna),Red Blend,Biondi,Etna,Sicily & Sardinia,Italy
Biondi 2014 Outis Rosso  (Etna),Red Blend,Biondi,Etna,Sicily & Sardinia,Italy
Chanin 2014 Los Alamos Vineyard Pinot Noir (Santa Barbara County),Pinot Noir,Chanin,Santa Barbara County,California,US
Château de Fesles 2011 Vin Rare  (Bonnezeaux),Chenin Blanc,Château de Fesles,Bonnezeaux,Loire Valley,France
COS 2014 Pithos Rosso Red (Vittoria),Red Blend,COS,Vittoria,Sicily & Sardinia,Italy
Aguirre 2011 Reina Ana Cabernet Sauvignon-Merlot (Central Valley),Cabernet Sauvignon-Merlot,Aguirre,,Central Valley,Chile
Wood Family Vineyards 2010 Muy Bueno Zinfandel (Livermore Valley),Zinfandel,Wood Family Vineyards,Livermore Valley,California,US
Kaleidos 2008 Osiris Red (Paso Robles),Rhône-style Red Blend,Kaleidos,Paso Robles,California,US
Kenneth Volk 2010 Pomar Junction Vineyard Touriga Nacional (Paso Robles),Touriga Nacional,Kenneth Volk,Paso Robles,California,US
Finca Albret 2011 Rosado Garnacha (Navarra),Garnacha,Finca Albret,Navarra,Northern Spain,Spain
"Truett Hurst 2011 Eden Ridge, Barrel Select Chardonnay (Mendocino County)",Chardonnay,Truett Hurst,Mendocino County,California,US
Cara Mia NV Sauvignon Blanc (Delle Venezie),Sauvignon Blanc,Cara Mia,Delle Venezie,Northeastern Italy,Italy
Materra Cunat Family Vineyards 2011 Chardonnay (Oak Knoll District),Chardonnay,Materra Cunat Family Vineyards,Oak Knoll District,California,US
Gary Farrell 2010 Ramal Vineyard Pinot Noir (Carneros),Pinot Noir,Gary Farrell,Carneros,California,US
Hess Select 2010 Pinot Noir (Central Coast),Pinot Noir,Hess Select,Central Coast,California,US
Pedroncelli 2012 friends.white White (Sonoma County),White Blend,Pedroncelli,Sonoma County,California,US
Quarticello NV Ferrando  (Lambrusco dell'Emilia),Lambrusco,Quarticello,Lambrusco dell'Emilia,Central Italy,Italy
Six Degrees 2011 Pinot Noir (California),Pinot Noir,Six Degrees,California,California,US
Austerity 2011 White (California),White Blend,Austerity,California,California,US
Château de Piote 2012 Red (Bordeaux Clairet),Bordeaux-style Red Blend,Château de Piote,Bordeaux Clairet,Bordeaux,France
Costa Archi 2010 Assiolo  (Sangiovese di Romagna Superiore),Sangiovese,Costa Archi,Sangiovese di Romagna Superiore,Central Italy,Italy
Amador Cellars 2006 Westside Vineyard Zinfandel (Amador County),Zinfandel,Amador Cellars,Amador County,California,US
Green Truck 2010 Petite Sirah (Mendocino County),Petite Sirah,Green Truck,Mendocino County,California,US
Brochelle Vineyards 2010 Zinfandel (Paso Robles),Zinfandel,Brochelle Vineyards,Paso Robles,California,US
Château Larroque 2012 Red (Bordeaux Rosé),Bordeaux-style Red Blend,Château Larroque,Bordeaux Rosé,Bordeaux,France
Cornellana 2011 Cabernet Sauvignon-Merlot (Cachapoal Valley),Cabernet Sauvignon-Merlot,Cornellana,,Cachapoal Valley,Chile
Harlow Ridge 2011 Cabernet Sauvignon (Lodi),Cabernet Sauvignon,Harlow Ridge,Lodi,California,US
Harlow Ridge 2011 Chardonnay (Lodi),Chardonnay,Harlow Ridge,Lodi,California,US
Green Truck 2011 Sauvignon Blanc (Lake County),Sauvignon Blanc,Green Truck,Lake County,California,US
Dominio de Eguren 2011 Protocolo Rosé (Vino de la Tierra de Castilla),Rosé,Dominio de Eguren,Vino de la Tierra de Castilla,Central Spain,Spain
Vinum 2010 Pinot Noir (California),Pinot Noir,Vinum,California,California,US
William Cole 2011 Albamar Pinot Noir (Casablanca Valley),Pinot Noir,William Cole,,Casablanca Valley,Chile
Bodegas 1898 2009 Ramón Roqueta Garnacha (Catalunya),Garnacha,Bodegas 1898,Catalunya,Catalonia,Spain
Fattoria Giuseppe Savini 2011 Rondineto Merlot (Colli Aprutini),Merlot,Fattoria Giuseppe Savini,Colli Aprutini,Central Italy,Italy
Paul Cheneau NV Demi Sec Sparkling (Cava),Sparkling Blend,Paul Cheneau,Cava,Catalonia,Spain
Eguren 2015 Viura (Vino de la Tierra de Castilla),Viura,Eguren,Vino de la Tierra de Castilla,Central Spain,Spain
Quinta do Castelinho 2013 Quinta Dona Mafalda Vinhas Velhas Red (Douro),Portuguese Red,Quinta do Castelinho,,Douro,Portugal
Rock Point 2014 Pinot Noir (Oregon),Pinot Noir,Rock Point,Oregon,Oregon,US
Jose Maria Vieira 2014 Borges Quinta da Soalheira Red (Douro),Portuguese Red,Jose Maria Vieira,,Douro,Portugal
Kopke 2013 Reserva Red (Douro),Portuguese Red,Kopke,,Douro,Portugal
Les Vignerons Réunis de Monségur 2014 Château Tuilerie Pagès  (Bordeaux),Bordeaux-style Red Blend,Les Vignerons Réunis de Monségur,Bordeaux,Bordeaux,France
Martin Ranch 2013 Thérèse Vineyards Dos Niñas Vineyard Syrah (Santa Clara Valley),Syrah,Martin Ranch,Santa Clara Valley,California,US
Weisinger 2013 Estate Tempranillo (Rogue Valley),Tempranillo,Weisinger,Rogue Valley,Oregon,US
Loft 2015 Sauvignon Blanc (California),Sauvignon Blanc,Loft,California,California,US
Il Feuduccio Di S. Maria D'Orni 2014 Fonte Venna  (Montepulciano d'Abruzzo),Montepulciano,Il Feuduccio Di S. Maria D'Orni,Montepulciano d'Abruzzo,Central Italy,Italy
Illuminati Dino 2010 Pieluni Riserva  (Montepulciano d'Abruzzo Colline Teramane),Montepulciano,Illuminati Dino,Montepulciano d'Abruzzo Colline Teramane,Central Italy,Italy
Viñalba 2014 Reserva Cabernet Sauvignon (Valle de Uco),Cabernet Sauvignon,Viñalba,Valle de Uco,Mendoza Province,Argentina
Covila 2015 Adivino Tinto Joven  (Rioja),Tempranillo,Covila,Rioja,Northern Spain,Spain
Adega Mãe 2014 Chardonnay (Lisboa),Chardonnay,Adega Mãe,,Lisboa,Portugal
Adega Mãe 2014 Viognier (Lisboa),Viognier,Adega Mãe,,Lisboa,Portugal
Barba 2013 I Vasari Old Vines  (Montepulciano d'Abruzzo),Montepulciano,Barba,Montepulciano d'Abruzzo,Central Italy,Italy
Beacon Hill 2015 Riesling,Riesling,Beacon Hill,Willamette Valley,Oregon,US
Casa Ferreirinha 2015 Esteva Red (Douro),Portuguese Red,Casa Ferreirinha,,Douro,Portugal
Casa Santos Lima 2015 Gewurztraminer (Lisboa),Gewürztraminer,Casa Santos Lima,,Lisboa,Portugal
Château de Birot 2015  Bordeaux Blanc,Bordeaux-style White Blend,Château de Birot,Bordeaux Blanc,Bordeaux,France
Chic Barcelona NV Semi-Sec Rosé Sparkling (Cava),Sparkling Blend,Chic Barcelona,Cava,Catalonia,Spain
DFJ Vinhos 2013 Paxis Pinot Noir (Lisboa),Pinot Noir,DFJ Vinhos,,Lisboa,Portugal
Prats & Symington LDA 2015 Prazo de Roriz Red (Douro),Portuguese Red,Prats & Symington LDA,,Douro,Portugal
Quinta do Filoco 2011 Reserva Red (Douro),Portuguese Red,Quinta do Filoco,,Douro,Portugal
Quinta dos Poços 2014 Grande Reserva Red (Douro),Portuguese Red,Quinta dos Poços,,Douro,Portugal
Sanguinhal 2013 Casabel Red (Lisboa),Portuguese Red,Sanguinhal,,Lisboa,Portugal
South Stage 2010 Alchemy Red (Rogue Valley),Red Blend,South Stage,Rogue Valley,Oregon,US
Villa Giada 2015 Suri  (Moscato d'Asti),Moscato,Villa Giada,Moscato d'Asti,Piedmont,Italy
Manzwine 2015 Rosé (Lisboa),Rosé,Manzwine,,Lisboa,Portugal
Messias 2014 Selection Red (Bairrada),Portuguese Red,Messias,,Bairrada,Portugal
Palacio de Fefiñanes 2009 Albariño (Rías Baixas),Albariño,Palacio de Fefiñanes,Rías Baixas,Galicia,Spain
Perception 2008 Chardonnay (Russian River Valley),Chardonnay,Perception,Russian River Valley,California,US
Qupé 2008 Syrah (Central Coast),Syrah,Qupé,Central Coast,California,US
Ridge 2008 York Creek Zinfandel (California),Zinfandel,Ridge,California,California,US
Sanguis 2006 Waxing Poetic Syrah (California),Syrah,Sanguis,California,California,US
Santa Sofia 2007  Valpolicella Superiore Ripasso,"Corvina, Rondinella, Molinara",Santa Sofia,Valpolicella Superiore Ripasso,Veneto,Italy
Sartori 2006 Vigneti di Montegradella  (Valpolicella Classico Superiore),"Corvina, Rondinella, Molinara",Sartori,Valpolicella Classico Superiore,Veneto,Italy
Scott Family 2008 Pinot Noir (Arroyo Seco),Pinot Noir,Scott Family,Arroyo Seco,California,US
St. Francis 2007 Cabernet Sauvignon (Sonoma County),Cabernet Sauvignon,St. Francis,Sonoma County,California,US
Allegrini 2008 Corte Giara  (Valpolicella Ripasso),"Corvina, Rondinella, Molinara",Allegrini,Valpolicella Ripasso,Veneto,Italy
Arger-Martucci 2006 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Arger-Martucci,Napa Valley,California,US
Arrowood 2008 Saralee's Vineyard Viognier (Russian River Valley),Viognier,Arrowood,Russian River Valley,California,US
Atwater 2008 Dry Riesling (Finger Lakes),Riesling,Atwater,Finger Lakes,New York,US
Atwater 2008 Gewürztraminer (Finger Lakes),Gewürztraminer,Atwater,Finger Lakes,New York,US
Autonom 2007 Law of Proportions Syrah (California),Syrah,Autonom,California,California,US
Beringer 2007 Private Reserve Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Beringer,Napa Valley,California,US
Bodegas Tarima 2009 Monastrell (Jumilla),Monastrell,Bodegas Tarima,Jumilla,Levante,Spain
Château Grande Cassagne 2008 Grenache-Syrah (Costières de Nîmes),Grenache-Syrah,Château Grande Cassagne,Costières de Nîmes,Rhône Valley,France
Cono Sur 2009 Visión Gewürztraminer (Casablanca Valley),Gewürztraminer,Cono Sur,,Casablanca Valley,Chile
Corteforte 2007 Podere Bertarole Ripassato  (Valpolicella Classico Superiore),"Corvina, Rondinella, Molinara",Corteforte,Valpolicella Classico Superiore,Veneto,Italy
Degani 2008 Cicilio  (Valpolicella Classico Superiore Ripasso),"Corvina, Rondinella, Molinara",Degani,Valpolicella Classico Superiore Ripasso,Veneto,Italy
Dierberg 2007 Syrah (Santa Ynez Valley),Syrah,Dierberg,Santa Ynez Valley,California,US
Domaine Nicolas Boiron 2008 Red (Côtes du Rhône),Rhône-style Red Blend,Domaine Nicolas Boiron,Côtes du Rhône,Rhône Valley,France
Dominio de Tares 2007 Baltos Mencía (Bierzo),Mencía,Dominio de Tares,Bierzo,Northern Spain,Spain
Finca Allende 2008 Blanco White (Rioja),White Blend,Finca Allende,Rioja,Northern Spain,Spain
Genium Celler 2006 Ecològic Red (Priorat),Red Blend,Genium Celler,Priorat,Catalonia,Spain
Highland Cellars 2007 Oughterson Family Estates Riesling (Seneca Lake),Riesling,Highland Cellars,Seneca Lake,New York,US
Keuka Lake Vineyards 2008 Falling Man Vineyard Dry Riesling (Finger Lakes),Riesling,Keuka Lake Vineyards,Finger Lakes,New York,US
Korta 2009 Viognier-Sauvignon Blanc-Chardonnay White (Lontué Valley),White Blend,Korta,,Lontué Valley,Chile
Luigi Righetti 2007 Capitel de' Roari  (Amarone della Valpolicella Classico),"Corvina, Rondinella, Molinara",Luigi Righetti,Amarone della Valpolicella Classico,Veneto,Italy
Francesco Rinaldi 2013 Cannubi  (Barolo),Nebbiolo,Francesco Rinaldi,Barolo,Piedmont,Italy
No Girls 2014 La Paciencia Vineyard Grenache (Walla Walla Valley (OR)),Grenache,No Girls,Walla Walla Valley (OR),Oregon,US
Orfila 2014 Sequestered Pinot Noir (Santa Maria Valley),Pinot Noir,Orfila,Santa Maria Valley,California,US
Saintsbury 2015 Stanly Ranch Pinot Noir (Carneros),Pinot Noir,Saintsbury,Carneros,California,US
Sheldon 2016 Springloaded Monkey Paw Luc's Vineyard Tempranillo (Sonoma County),Tempranillo,Sheldon,Sonoma County,California,US
Te Mata 2014 Coleraine Red (Hawke's Bay),Bordeaux-style Red Blend,Te Mata,,Hawke's Bay,New Zealand
Trapiche 2012 Terroir Series Finca Ambrosia Single Vineyard Malbec (Uco Valley),Malbec,Trapiche,Uco Valley,Mendoza Province,Argentina
Boffa 2014 Ovello  (Barbaresco),Nebbiolo,Boffa,Barbaresco,Piedmont,Italy
Brezza 2013 Castellero  (Barolo),Nebbiolo,Brezza,Barolo,Piedmont,Italy
Curto Marco 2013 La Foia  (Barolo),Nebbiolo,Curto Marco,Barolo,Piedmont,Italy
Domaine Drouhin 2015 Édition Limitée Chardonnay (Dundee Hills),Chardonnay,Domaine Drouhin,Dundee Hills,Oregon,US
Saintsbury 2015 Pratt Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Saintsbury,Sonoma Coast,California,US
Mauro Veglio 2013 Gattera  (Barolo),Nebbiolo,Mauro Veglio,Barolo,Piedmont,Italy
Mirafiore 2013 Paiagallo  (Barolo),Nebbiolo,Mirafiore,Barolo,Piedmont,Italy
Domaine Laporte 2016 Le Rochoy  (Sancerre),Sauvignon Blanc,Domaine Laporte,Sancerre,Loire Valley,France
El Esteco 2013 Chañar Punco Red (Calchaquí Valley),Red Blend,El Esteco,Calchaquí Valley,Other,Argentina
Elyse 2012 York Creek Vineyard Petite Sirah (Spring Mountain District),Petite Sirah,Elyse,Spring Mountain District,California,US
Henri Bourgeois 2014 Etienne Henri  (Sancerre),Sauvignon Blanc,Henri Bourgeois,Sancerre,Loire Valley,France
Bergström 2015 Sigrid Chardonnay (Willamette Valley),Chardonnay,Bergström,Willamette Valley,Oregon,US
Bethel Heights 2014 The High Wire Estate Chardonnay (Eola-Amity Hills),Chardonnay,Bethel Heights,Eola-Amity Hills,Oregon,US
Bodega Catena Zapata 2013 Nicolas Catena Zapata Cabernet Sauvignon-Malbec (Mendoza),Cabernet Sauvignon-Malbec,Bodega Catena Zapata,Mendoza,Mendoza Province,Argentina
Carlisle 2015 Limerick Lane Vineyard Zinfandel (Russian River Valley),Zinfandel,Carlisle,Russian River Valley,California,US
Carlisle 2015 Papa's Block Syrah (Russian River Valley),Syrah,Carlisle,Russian River Valley,California,US
Carlisle 2015 Zinfandel (Dry Creek Valley),Zinfandel,Carlisle,Dry Creek Valley,California,US
Casa Anadia 2013 Palácio Anadia Reserva Touriga Nacional (Dão),Touriga Nacional,Casa Anadia,,Dão,Portugal
Casca Wines 2012 Monte Cascas Vinha das Cardosas Red (Bairrada),Portuguese Red,Casca Wines,,Bairrada,Portugal
Daniel Chotard 2015 Les Cris  (Sancerre),Sauvignon Blanc,Daniel Chotard,Sancerre,Loire Valley,France
Domaine Bernard Fleuriet et Fils 2015 Pur Jus  (Sancerre),Sauvignon Blanc,Domaine Bernard Fleuriet et Fils,Sancerre,Loire Valley,France
Quinta dos Murças 2015 Vintage  (Port),Port,Quinta dos Murças,,Port,Portugal
Château Dassault 2006 Barrel sample  (Saint-Émilion),Bordeaux-style Red Blend,Château Dassault,Saint-Émilion,Bordeaux,France
Château Rahoul 2006 Barrel sample  (Graves),Bordeaux-style Red Blend,Château Rahoul,Graves,Bordeaux,France
Alter Ego de Palmer 2008 Barrel sample  (Margaux),Bordeaux-style Red Blend,Alter Ego de Palmer,Margaux,Bordeaux,France
Château Fontenil 2008 Barrel sample  (Fronsac),Bordeaux-style Red Blend,Château Fontenil,Fronsac,Bordeaux,France
Château Kirwan 2008 Barrel sample  (Margaux),Bordeaux-style Red Blend,Château Kirwan,Margaux,Bordeaux,France
Château Latour-Martillac 2008 Barrel sample  (Pessac-Léognan),Bordeaux-style Red Blend,Château Latour-Martillac,Pessac-Léognan,Bordeaux,France
Vietti 2003 Tre Vigne  (Barbera d'Asti),Barbera,Vietti,Barbera d'Asti,Piedmont,Italy
Château Bourgneuf-Vayron 2006 Barrel sample  (Pomerol),Bordeaux-style Red Blend,Château Bourgneuf-Vayron,Pomerol,Bordeaux,France
Château Haut-Bergey 2006 Barrel sample  (Pessac-Léognan),Bordeaux-style Red Blend,Château Haut-Bergey,Pessac-Léognan,Bordeaux,France
Château Lafleur-Gazin 2006 Barrel sample  (Pomerol),Bordeaux-style Red Blend,Château Lafleur-Gazin,Pomerol,Bordeaux,France
Backsberg 2003 Babylons Toren Red (Paarl),Red Blend,Backsberg,,Paarl,South Africa
Pulenta Estate 2008 La Flor Malbec (Mendoza),Malbec,Pulenta Estate,Mendoza,Mendoza Province,Argentina
Stark-Condé 2006 Cabernet Sauvignon (Stellenbosch),Cabernet Sauvignon,Stark-Condé,,Stellenbosch,South Africa
Château Bouscaut 2006 Barrel sample  (Pessac-Léognan),Bordeaux-style White Blend,Château Bouscaut,Pessac-Léognan,Bordeaux,France
Château de France 2006 Barrel sample  (Pessac-Léognan),Bordeaux-style White Blend,Château de France,Pessac-Léognan,Bordeaux,France
Château Olivier 2006 Barrel sample  (Pessac-Léognan),Bordeaux-style Red Blend,Château Olivier,Pessac-Léognan,Bordeaux,France
Château Smith Haut Lafitte 2006 Barrel sample  (Pessac-Léognan),Bordeaux-style White Blend,Château Smith Haut Lafitte,Pessac-Léognan,Bordeaux,France
Château Bastor-Lamontagne 2008 Barrel Sample  (Sauternes),Bordeaux-style White Blend,Château Bastor-Lamontagne,Sauternes,Bordeaux,France
Château Croizet-Bages 2008 Barrel sample  (Pauillac),Bordeaux-style Red Blend,Château Croizet-Bages,Pauillac,Bordeaux,France
Château Ferrière 2008 Barrel sample  (Margaux),Bordeaux-style Red Blend,Château Ferrière,Margaux,Bordeaux,France
Klinker Brick 2007 Farráh Syrah (Lodi),Syrah,Klinker Brick,Lodi,California,US
Tildio 2006 Cabernet Franc (Wahluke Slope),Cabernet Franc,Tildio,Wahluke Slope,Washington,US
42°S NV Brut Méthode Traditionelle Sparkling Wine  (Tasmania),Champagne Blend,42°S,Tasmania,Tasmania,Australia
Pine & Brown 2013 Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Pine & Brown,Rutherford,California,US
Point & Line 2014 Vogelzang Vineyard Sauvignon Blanc (Santa Ynez Valley),Sauvignon Blanc,Point & Line,Santa Ynez Valley,California,US
Schloss Johannisberger 2014 Rotlack Kabinett Feinherb Riesling (Rheingau),Riesling,Schloss Johannisberger,,Rheingau,Germany
Sequoia Grove 2012 Cambium Red (Napa Valley),Bordeaux-style Red Blend,Sequoia Grove,Napa Valley,California,US
Skinner 2013 Mourvèdre (El Dorado),Mourvèdre,Skinner,El Dorado,California,US
Sokol Blosser 2013 Goosepen Block Pinot Noir (Dundee Hills),Pinot Noir,Sokol Blosser,Dundee Hills,Oregon,US
Gros Ventre 2013 Baranoff Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Gros Ventre,Russian River Valley,California,US
Hawk and Horse Vineyards 2011 Cabernet Sauvignon (Red Hills Lake County),Cabernet Sauvignon,Hawk and Horse Vineyards,Red Hills Lake County,California,US
Joh. Jos. Prüm 2014 Wehlener Sonnenuhr Spätlese Riesling (Mosel),Riesling,Joh. Jos. Prüm,,Mosel,Germany
Johannishof 2014 Rüdesheimer Berg Rottland Spätlese Riesling (Rheingau),Riesling,Johannishof,,Rheingau,Germany
King Estate 2014 Antiquum Vineyards Pinot Gris (Willamette Valley),Pinot Gris,King Estate,Willamette Valley,Oregon,US
Kokomo 2015 Grenache Rosé (North Coast),Rosé,Kokomo,North Coast,California,US
Palacios Remondo 2011 Propiedad  (Rioja),Garnacha,Palacios Remondo,Rioja,Northern Spain,Spain
Lang & Reed 2013 Two-Fourteen Cabernet Franc (Napa Valley),Cabernet Franc,Lang & Reed,Napa Valley,California,US
Lucienne 2013 Lone Oak Vineyard Chardonnay (Santa Lucia Highlands),Chardonnay,Lucienne,Santa Lucia Highlands,California,US
MacPhail 2013 The Flyer Pinot Noir (Russian River Valley),Pinot Noir,MacPhail,Russian River Valley,California,US
Michael David 2013 Freakshow Cabernet Sauvignon (Lodi),Cabernet Sauvignon,Michael David,Lodi,California,US
Navarro 2014 Pinot Noir (Anderson Valley),Pinot Noir,Navarro,Anderson Valley,California,US
Occasio 2013 Cabernet Sauvignon (Livermore Valley),Cabernet Sauvignon,Occasio,Livermore Valley,California,US
Pali 2014 Huntington Pinot Noir (Santa Barbara County),Pinot Noir,Pali,Santa Barbara County,California,US
Pear Valley 2013 Distraction Red (Paso Robles),Bordeaux-style Red Blend,Pear Valley,Paso Robles,California,US
Renwood 2013 Riker Vineyard Zinfandel (Amador County),Zinfandel,Renwood,Amador County,California,US
San Pedro 2013 1865 Limited Edition Cabernet Sauvignon-Syrah (Cachapoal Valley),Cabernet Sauvignon-Syrah,San Pedro,,Cachapoal Valley,Chile
Soquel Vineyards 2013 Library Selection Estate Pinot Noir (Santa Cruz Mountains),Pinot Noir,Soquel Vineyards,Santa Cruz Mountains,California,US
Starmont 2015 Rosé of Pinot Noir (Carneros),Pinot Noir,Starmont,Carneros,California,US
Stephen Ross 2015 Rosé of Pinot Noir (Edna Valley),Pinot Noir,Stephen Ross,Edna Valley,California,US
Stoller 2015 Pinot Noir Rosé (Dundee Hills),Rosé,Stoller,Dundee Hills,Oregon,US
Stonehedge 2014 Reserve Chardonnay (Napa Valley),Chardonnay,Stonehedge,Napa Valley,California,US
Bodegas Landaluce 2012 Fincas Landaluce Crianza  (Rioja),Tempranillo,Bodegas Landaluce,Rioja,Northern Spain,Spain
Bodegas Palacio 2012 Cosme Palacio Vendimia Seleccionada  (Rioja),Tempranillo,Bodegas Palacio,Rioja,Northern Spain,Spain
Benoît Daridan 2014 Pinot Noir-Gamay (Cheverny),Pinot Noir-Gamay,Benoît Daridan,Cheverny,Loire Valley,France
